Locality,Longitude,Latitude,Unit or Fault,Line Type,Plunge,Trend,Altitude, notes
4-5-19-4,104.402494,31.781431, Fault, Slickenside,61,23,768.683048, 
4-5-19-4,104.402494,31.781431, Fault, Slickenside,59,28,768.683048, 
4-5-19-3,104.403451,31.781095, Fault, Slickenside,53,8,789.808292, 
9-16-16-2,32.47275,104.5327222,,Fold Axis,34,234,,
9-16-16-2,32.47275,104.5327222,,Slickenside,49,203,,
5-15-18-1,31.89838889,104.7221,D,Slickenside,50,344,,
5-16-18-1A,32.48743056,104.2478389,S,Slickenside,18,074,,
5-16-18-1A,32.48743056,104.2478389,S,Slickenside,210,010,,
5-16-18-3,32.40803611,104.1817417,C,Slickenside,200,066,,
5-17-18-2C,32.14236667,104.5074083,C,Fold Axis,265,042,,
5-17-18-2C,32.14236667,104.5074083,C,Slickenside,78,025,,
5-18-18-6,32.74062778,103.7406194,Tr,Slickenside,74,300,,
5-19-18-1A,32.39881944,104.6588611,S,Fold Axis,60,305,,
5-19-18-2,31.83671111,104.4615111,D,Slickenside,32,190,,
5-19-18-6,31.73792778,104.4060944,Tr,Slickenside,24,160,,
5-19-18-7,31.07564722,103.4838028,Pengguan Massif,Slickenside,40,130,,
5-19-18-7,31.07564722,103.4838028,Pengguan Massif,Slickenside,40,100,,
5-20-18-1B,31.60578056,104.3141056,P,Slickenside,35,270,,
5-20-18-4B,31.61570278,104.3094056,Tr,Fold Axis,10,235,,
5-20-18-6,31.62675,104.3128472,Tr,Slickenside,20,005,,
5-20-18-7C,31.63263889,104.3084056,Tr,Fold Axis,31,275,,
5-20-18-9,31.6377,104.3090306,Tr,Fold Axis,04,225,,
5-22-18-1B,31.60296389,104.3176639,Tr,Slickenside,15,320,,
5-22-18-1D,31.60174722,104.3171667,Tr,Slickenside,48,225,,
5-22-18-1D,31.60174722,104.3171667,Tr,Slickenside,22,115,,
5-22-18-9,31.64452778,104.2616944,,Slickenside,46,260,,
5-22-18-10,31.64869722,104.2650056,,Slickenside,65,310,,
5-22-18-14,31.65783889,104.2681611,,Slickenside,03,170,,
5-22-18-20,31.70446111,104.2726694,,Slickenside,56,300,,
5-22-18-20,31.70446111,104.2726694,,Slickenside,50,310,,
5-22-18-23A,31.70808611,104.2698611,,Slickenside,00,225,,
5-22-18-23B,31.70808611,104.2698611,,Slickenside,04,225,,
5-22-18-24A,31.71115,104.2655389,,Slickenside,14,165,,
5-22-18-27,31.72453889,104.2562278,,Fold Axis,00,337,,
5-22-18-28,31.72900556,104.2541167,,Slickenside,31,308,,
5-22-18-29B,31.73041389,104.2516694,,Fold Axis,12,036,,
5-22-18-31,31.73136389,104.2557528,,Fold Axis,45,262,,
5-24-18-5,32.49027778,104.2558083,,Slickenside,08,323,,
5-24-18-17,32.49859722,104.3239222,S,Fold Axis,24,253,,
5-24-18-26C,32.46163333,104.4797889,S,Fold Axis,56,155,,
5-24-18-26C,32.46163333,104.4797889,S,Fold Axis,72,295,,
5-24-18-26D,32.46108889,104.4798556,S,Fold Axis,56,145,,
5-24-18-26D,32.46108889,104.4798556,S,Slickenside,55,125,,
5-24-18-27,32.45711389,104.4756861,,Fold Axis,00,090,,
5-25-18-13,32.51385834,104.1368333,Z,Slickenside,00,275,,
5-25-18-14,32.51475004,104.1353333,C,Slickenside,90,290,,
5-25-18-14,32.51475004,104.1353333,C,Slickenside,58,270,,
5-25-18-16,32.51513892,104.1320833,C,Fold Axis,15,245,,
5-25-18-16,32.51513892,104.1320833,C,Fold Axis,12,265,,
5-25-18-17,32.51491667,104.1677917,C,Slickenside,12,065,,
5-25-18-17,32.51491667,104.1677917,C,Slickenside,57,170,,
5-26-18-2,32.51933611,104.1099361,C,Fold Axis,68,230,,
5-26-18-2,32.51933611,104.1099361,C,Slickenside,00,140,,
5-26-18-2,32.51933611,104.1099361,C,Slickenside,16,170,,
5-26-18-4B,32.51860556,104.0982861,D,Fold Axis,64,160,,
5-26-18-5,32.51804444,104.0947611,D,Fold Axis,35,167,,
5-26-18-6B,32.51666667,104.0897417,C,Fold Axis,52,128,,
5-26-18-6B,32.51666667,104.0897417,C,Fold Axis,35,135,,
5-26-18-6B,32.51666667,104.0897417,C,Fold Axis,35,135,,
5-26-18-7,32.52059444,104.075725,C,Fold Axis,55,133,,
5-26-18-8,32.52059444,104.075725,C,Fold Axis,28,120,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,20,085,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,25,155,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,10,158,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,30,142,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,50,100,,
5-26-18-11,32.52396667,104.0594667,C,Fold Axis,15,080,,
5-26-18-14,32.506225,104.0452694,C,Fold Axis,24,215,,
5-26-18-14,32.506225,104.0452694,C,Fold Axis,25,205,,
5-26-18-15,32.50269167,104.0458306,Tr,Fold Axis,10,220,,
5-26-18-15,32.50269167,104.0458306,Tr,Fold Axis,08,232,,
5-26-18-22,32.48775,104.0466667,Tr,Slickenside,25,080,,
5-26-18-26,32.49568611,104.0292306,Tr,Fold Axis,18,085,,
5-26-18-26,32.49568611,104.0292306,Tr,Fold Axis,05,235,,
5-26-18-26,32.49568611,104.0292306,Tr,Fold Axis,22,240,,
5-26-18-32,32.506,104.0029889,C,Fold Axis,05,025,,
5-26-18-32,32.506,104.0029889,C,Fold Axis,06,350,,
5-26-18-33,32.51263889,103.9905278,Tr,Fold Axis,00,090,,
5-26-18-34,32.51263889,103.9905278,Tr?,Fold Axis,45,255,,
5-26-18-34,32.51263889,103.9905278,Tr?,Fold Axis,29,260,,
5-27-18-4,32.50893056,103.9586306,Tr,Fold Axis,20,270,,
5-27-18-4,32.50893056,103.9586306,Tr,Fold Axis,05,275,,
5-27-18-5D,32.51150833,103.9640806,P,Fold Axis,18,310,,
5-27-18-6B,32.51390833,103.9669056,C,Fold Axis,10,120,,
5-27-18-8A,32.51715278,103.9747972,C,Fold Axis,60,285,,
5-27-18-9,32.51290278,103.9903111,C,Fold Axis,30,210,,
5-27-18-9,32.51290278,103.9903111,C,Fold Axis,55,215,,
5-28-18-1A,32.41309444,104.5908,Granitoid,Slickenside,65,65,,
5-28-18-1A,32.41309444,104.5908,Granitoid,Slickenside,64,70,,
5-28-18-1A,32.41309444,104.5908,Granitoid,Slickenside,52,60,,
5-28-18-3A,32.41690833,104.5890944,Granitoid,Slickenside,10,046,,
5-28-18-3B,32.41788333,104.5899694,S,Slickenside,30,030,,
5-28-18-3F,32.42275,104.6527389,Granitoid,Slickenside,20,350,,
5-28-18-6,32.40076389,104.6790583,S,Fold Axis,35,355,,
5-28-18-6,32.40076389,104.6790583,S,Fold Axis,73,140,,
5-28-18-7,32.39865556,104.6803278,S,Fold Axis,20,125,,
5-28-18-9,32.40403889,104.6790278,S,Fold Axis,16,175,,
5-28-18-11C,32.52403889,104.5409389,,Slickenside,65,325,,
5-29-18-2,32.5193,104.7900611,,Slickenside,22,122,,
5-30-18-11,32.43789167,104.7553972,,Slickenside,52,270,,
5-31-18-7,32.3235389,104.7128556,,Fold Axis,50,220,,
5-31-18-7,32.3235389,104.7128556,,Fold Axis,37,240,,
5-31-18-8,32.30573611,104.7493972,,Fold Axis,43,265,,
5-31-18-10,32.29915832,104.7593056,Z,Fold Axis,26,264,,
5-31-18-11,32.32986111,104.7098611,Z,Fold Axis,37,265,,
5-31-18-15,32.36878474,104.6624639,,Slickenside,05,035,,
5-31-18-15,32.36878474,104.6624639,,Slickenside,15,040,,
5-31-18-15,32.36878474,104.6624639,,Slickenside,00,220,,
6-1-18-12,32.67818056,104.0863472,D,Slickenside,43,255,,
6-1-18-12,32.67818056,104.0863472,D,Fold Axis,25,265,,
6-1-18-13,32.69768889,104.0586667,D,Fold Axis,20,070,,
6-1-18-18A,32.73322778,104.0040389,P,Fold Axis,67,145,,
6-1-18-22,32.75253611,103.9676639,P,Slickenside,34,325,,
6-1-18-23A,32.75220556,103.9656556,P,Slickenside,60,033,,
6-1-18-26,32.77120833,103.9205361,,Slickenside,45,270,,
6-1-18-30,32.76168889,103.8520722,C,Slickenside,06,285,,
6-2-18-1,32.76045,103.8463333,,Slickenside,20,270,,
6-2-18-2B,32.75971389,103.8379722,Tr,Slickenside,16,270,,
6-2-18-4,32.75425556,103.8215278,Tr,Slickenside,61,088,,
6-2-18-6,32.74399722,103.7476722,Tr,Fold Axis,41,105,,
6-2-18-6,32.74399722,103.7476722,Tr,Slickenside,07,132,,
6-2-18-7B,32.74715278,103.724325,Tr,Fold Axis,10,340,,
6-2-18-8B,32.74410833,103.7142278,Tr,Fold Axis,79,155,,
6-2-18-8B,32.74410833,103.7142278,Tr,Slickenside,65,125,,
6-2-18-8B,32.74410833,103.7142278,Tr,Slickenside,30,245,,
6-2-18-8B,32.74410833,103.7142278,Tr,Slickenside,68,135,,
6-2-18-9B,32.74260556,103.7121028,Tr,Fold Axis,29,165,,
6-2-18-9C,32.74188333,103.7102139,Tr,Slickenside,09,220,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,78,388,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,74,150,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,22,138,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,32,130,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,52,255,,
6-2-18-10,32.74285833,103.700725,Tr,Slickenside,70,290,,
6-2-18-11,32.75095556,103.6817056,Tr,Slickenside,44,280,,
6-2-18-12,32.74279444,103.6778889,Tr,Slickenside,24,270,,
6-2-18-15,32.73582778,103.6679167,Tr,Slickenside,19,200,,
6-2-18-15,32.73582778,103.6679167,Tr,Slickenside,28,030,,
6-2-18-15,32.73582778,103.6679167,Tr,Slickenside,14,010,,
6-2-18-17,32.73874722,103.6661,Tr,Slickenside,18,350,,
6-2-18-18B,32.74588056,103.6566417,Tr,Fold Axis,26,230,,
6-2-18-20,32.75575833,103.6505833,Tr,Slickenside,46,114,,
6-2-18-20,32.75575833,103.6505833,Tr,Slickenside,16,195,,
6-3-18-3A,32.79914444,103.6930639,C,Fold Axis,13,255,,
6-4-18-9,32.92284444,103.7563889,,Slickenside,27,240,,
6-4-18-9,32.92284444,103.7563889,,Slickenside,24,254,,
6-4-18-10,32.92344444,103.7545639,,Slickenside,20,275,,
6-4-18-10,32.92344444,103.7545639,,Slickenside,15,310,,
6-5-18-8,32.92903889,103.3570972,Tr,Fold Axis,14,130,,
6-5-18-11B,32.92813333,103.3767556,,Fold Axis,37,035,,
6-5-18-12,32.92829444,103.38105,,Slickenside,50,320,,
6-5-18-19,32.91681667,103.4423167,,Slickenside,16,133,,
6-5-18-20A,32.91579722,103.4431222,,Fold Axis,41,250,,
6-5-18-20A,32.91579722,103.4431222,,Fold Axis,43,260,,
6-5-18-22A,32.91099722,103.448175,,Fold Axis,30,060,,
6-5-18-22B,32.91011944,103.4494056,,Fold Axis,70,203,,
6-5-18-26,32.88618611,103.4756,,Fold Axis,22,225,,
6-5-18-29,32.89453333,103.5007222,,Fold Axis,20,040,,
6-5-18-29,32.89453333,103.5007222,,Fold Axis,19,055,,
6-6-18-1,32.73476667,103.6647417,,Slickenside,44,330,,
6-6-18-3,32.75095556,103.6817056,,Slickenside,43,195,,
6-6-18-3,32.75095556,103.6817056,,Slickenside,35,175,,
6-6-18-5,32.74410833,103.7142278,,Slickenside,47,150,,
6-6-18-5,32.74410833,103.7142278,,Slickenside,43,149,,
6-6-18-5,32.74410833,103.7142278,,Slickenside,67,145,,
6-6-18-6,32.74839411,103.7242327,,Slickenside,39,015,,
6-6-18-6,32.74839411,103.7242327,,Slickenside,40,020,,
6-6-18-6,32.74839411,103.7242327,,Slickenside,03,010,,
6-6-18-6,32.74839411,103.7242327,,Slickenside,10,220,,
6-6-18-7,32.73866667,103.7404722,,Slickenside,32,115,,
6-6-18-7,32.73866667,103.7404722,,Slickenside,40,115,,
6-6-18-7,32.73866667,103.7404722,,Slickenside,55,185,,
6-6-18-9,32.76089905,103.8463499,,Slickenside,13,135,,
6-6-18-12,32.75375,103.973,,Slickenside,24,180,,
6-6-18-12,32.75375,103.973,,Slickenside,30,275,,
6-6-18-12,32.75375,103.973,,Slickenside,18,195,,
6-6-18-13,32.37425,104.1649167,,Slickenside,20,303,,
6-7-18-12,32.40691667,104.1924167,C,Fold Axis,64,295,,
6-7-18-15,32.431,104.2160278,D,Fold Axis,46,225,,
6-7-18-15,32.431,104.2160278,D,Fold Axis,40,220,,
6-7-18-16B,32.43369444,104.2156944,,Slickenside,04,038,,
6-8-18-1,32.40969444,104.5122778,S,Slickenside,00,033,,
6-8-18-1,32.40969444,104.5122778,S,Fold Axis,65,125,,
6-8-18-4,32.40986111,104.5185,,Fold Axis,15,350,,
6-8-18-5,32.40858333,104.5351667,,Fold Axis,41,145,,
6-8-18-15,32.43866667,104.7733333,,Fold Axis,40,135,,
6-8-18-17,32.38347222,104.6179167,,Slickenside,20,200,,
6-8-18-17,32.38347222,104.6179167,,Slickenside,25,180,,
6-8-18-17,32.38347222,104.6179167,,Fold Axis,30,55,,
6-9-18-3,32.37316667,104.5995278,,Slickenside,10,187,,
6-9-18-5,32.3665,104.6177778,,Fold Axis,20,185,,
6-9-18-9,32.35469444,104.6111667,,Fold Axis,24,274,,
6-9-18-9,32.35469444,104.6111667,,Fold Axis,17,280,,
6-9-18-10A,32.35130556,104.6103889,,Fold Axis,35,275,,
6-9-18-10B,32.34011111,104.5736111,,Fold Axis,35,000,,
6-9-18-10B,32.34011111,104.5736111,,Fold Axis,76,015,,
6-9-18-11,32.34716667,104.5934167,,Fold Axis,31,154,,
6-9-18-12,32.33561111,104.5774167,,Fold Axis,50,010,,
6-9-18-15,32.33041667,104.56,S,Fold Axis,24,005,,
6-9-18-15,32.33041667,104.56,S,Fold Axis,27,015,,
6-9-18-16,32.32669444,104.5540556,,Slickenside,10,205,,
6-9-18-18,32.32472222,104.53125,,Slickenside,32,010,,
6-9-18-18,32.32472222,104.53125,,Slickenside,08,203,,
6-9-18-18,32.32472222,104.53125,,Slickenside,05,090,,
6-9-18-18,32.32472222,104.53125,,Slickenside,31,270,,
6-9-18-19,32.74673333,103.6459417,S,Slickenside,13,012,,
6-9-18-19,32.74673333,103.6459417,S,Slickenside,00,226,,
6-9-18-19,32.74673333,103.6459417,S,Slickenside,22,207,,
